Page ID	Name	Creation Date	Type	Louvain Community	Final In Degree	EC Estimate	Fraction of total pageviews (July 2015)	Number of Edits	Unique Editors	Number of Talk Page Edits	Unique Talk Page Editors	Page Size
1017	Nesting_footnotes	2015-06-02 10:02:12 UTC	Essay	-1	0	8.940894983587858e-05	0.0002364870941331882	15	4	3	3	6888
1018	Net_positive	2008-03-19 22:20:49 UTC	Essay	3	0	8.260826908773569e-05	2.3315628999046722e-05	39	16	5	5	1381
1019	Neutral_and_proportionate_point_of_view	2014-11-28 20:18:12 UTC	Essay	1	0	9.650966061702776e-05	1.3822837192291987e-05	5	1	0	0	2193
1020	Neutral_point_of_view	2001-12-24 04:18:12 UTC	Policy	1	0	0.01902620452307276	0.017623617799550875	5174	2009	13819	13819	29810
1021	Neutrality_of_sources	2014-11-02 23:48:14 UTC	Essay	1	0	0.0012297230952818378	0.0003489017339500206	22	6	2	2	156
1022	New_users	2007-02-18 01:06:59 UTC	Proposal	1	0	8.630863949481343e-05	7.993929942530306e-06	18	12	52	52	1493
1023	Newbies_aren't_always_clueless	2010-12-27 03:56:41 UTC	Essay	3	0	0.0004986499148564771	1.7653261956421092e-05	22	9	1	1	18
1024	Newcomers_are_delicious,_so_go_ahead_and_bite_them	2007-06-12 19:19:55 UTC	Humor	2	0	0.0001602160376253663	0.00011741084603091385	78	50	28	28	733
1025	Newcomers_aren't_all_clueless	2009-01-21 17:08:16 UTC	Essay	3	0	8.530853938479242e-05	3.996964971265153e-06	2	2	2	2	962
1026	News_agencies_and_fair_use	2009-06-27 14:29:50 UTC	Essay	5	0	8.840884972585756e-05	1.1158193878115218e-05	2	1	2	2	1982
1027	News_articles	2007-01-31 21:27:49 UTC	Essay	1	0	0.00016171618779039782	1.4155917606564082e-05	84	27	160	160	1957
1028	News_coverage_does_not_decrease_notability	2014-03-29 22:10:42 UTC	Essay	1	0	0.00012731274400567497	9.842526241740438e-05	37	3	0	0	3309
1029	News_suppression	2009-06-30 17:08:02 UTC	Proposal	3	0	0.00010381039142018116	1.4988618642244323e-06	45	18	176	176	2173
1030	No,_you_can't_have_a_pony	2009-10-10 03:58:23 UTC	Essay	5	0	9.1809190099929e-05	0.00010691881298134283	53	18	3	3	1932
1031	No-edit_orders	2009-04-03 01:13:49 UTC	Essay	2	0	0.000130313044335738	7.327769113986113e-06	13	9	3	3	2848
1032	No-no	2008-09-29 18:44:06 UTC	Essay	2	0	0.00012571258382964133	1.1657814499523361e-05	12	10	7	7	3042
1033	No_3D_illustrations	2006-01-29 23:17:00 UTC	Guideline	-1	0	8.480848932978191e-05	3.347458163434565e-05	74	43	253	253	1738
1034	No_Ethnic_Epithets	2009-05-05 09:09:33 UTC	Essay	1	0	8.810881969285125e-05	4.1635051784012005e-06	7	3	2	2	555
1035	No_Moral_Code	2006-07-10 14:50:09 UTC	Proposal	2	0	9.100911001191219e-05	1.8319422784965282e-06	21	9	17	17	1340
1036	No_Trees_needed_to_be_chopped!	2007-08-13 21:02:19 UTC	Essay	-1	0	8.510851936278822e-05	4.496585592673297e-06	5	4	2	2	574
1037	No_amount_of_editing_can_overcome_a_lack_of_notability	2009-07-01 02:53:30 UTC	Essay	1	0	0.0001460146160630679	0.0001262374770091244	40	23	32	32	5974
1038	No_angry_mastodons	2006-02-02 22:22:13 UTC	Essay	2	0	0.0013833384721810653	0.00020834179912719607	262	145	93	93	7500
1039	No_angry_mastodons_just_madmen	2009-03-11 12:34:14 UTC	Essay	7	0	0.00012841285412669808	1.348975677801989e-05	11	7	5	5	4427
1040	No_blurry_images	2007-02-17 09:08:40 UTC	Essay	-1	0	8.730873960483445e-05	1.1324734085251266e-05	10	6	16	16	1434
1041	No_climbing_the_Reichstag_dressed_as_Spider-Man	2006-06-27 10:22:30 UTC	Essay	2	0	0.000823282410569298	0.000561906658877026	548	198	316	316	2678
1042	No_disclaimers_in_articles	2005-05-03 23:26:09 UTC	Guideline	5	0	0.0006559656621627825	0.00017186949376440158	208	110	172	172	2060
1043	No_editor_is_indispensable	2015-01-28 07:23:23 UTC	Essay	2	0	0.00021952197414961238	8.826630978210546e-06	3	3	0	0	1877
1044	No_excessive_literalism	2007-11-10 17:46:50 UTC	Essay	2	0	8.630863949481343e-05	6.994688699714017e-06	25	6	3	3	4603
1045	No_fixed_rules	2008-02-20 10:30:17 UTC	Essay	-1	0	8.480848932978191e-05	6.828148492577969e-06	10	4	6	6	345
1046	No_get_out_of_jail_free_cards	2008-05-13 18:25:35 UTC	Essay	3	0	8.740874961583654e-05	8.493550563938449e-06	12	3	5	5	1024
1047	No_holy_wars	2014-12-19 19:47:06 UTC	Essay	2	0	0.0001766176794297109	4.996206214081441e-06	5	1	0	0	838
1048	No_legal_threats	2004-02-23 22:47:36 UTC	Policy	3	0	0.0019807982779076186	0.0010282192388579605	485	296	942	942	2002
1049	No_naming_editors	2013-07-09 23:27:45 UTC	Proposal	2	0	9.12091300339164e-05	3.4973443498570087e-06	1	1	0	0	4452
1050	No_one_cares_about_your_garage_band	2007-01-24 22:11:59 UTC	Essay	1	0	0.00026532655918857476	0.0002483114488398476	186	118	78	78	4925
1051	No_one_really_cares	2007-05-03 19:24:18 UTC	Essay	1	0	0.00013491350484183466	0.00012290667286640346	51	35	12	12	1036
1052	No_original_biographies	2008-04-10 20:28:27 UTC	Essay	1	0	8.980898987988698e-05	6.328527871169825e-06	8	5	5	5	2065
1053	No_original_research	2003-12-21 15:15:27 UTC	Policy	1	0	0.011333734506824133	0.008322680311416863	3934	1267	29149	29149	857
1054	No_paid_advocacy	2011-08-31 18:09:07 UTC	Proposal	3	0	0.00024922494741723644	5.3625946697807463e-05	85	36	1395	1395	476
1055	No_painting_Mont_Blanc_red_and_calling_it_art	2007-06-04 18:04:04 UTC	Essay	2	0	0.00011721173289446274	1.5821319677924563e-05	14	11	0	0	4939
1056	No_personal_attacks	2002-04-23 16:44:40 UTC	Policy	2	0	0.006417842426026845	0.0034657017105011595	1928	965	5439	5439	1480
1057	No_reliable_sources,_no_verifiability,_no_article	2007-01-28 08:16:54 UTC	Essay	1	0	0.00010041005104610972	9.492791806754737e-06	23	16	31	31	2146
1058	No_self_attacks	2009-01-16 06:49:47 UTC	Humor	3	0	8.600860946180713e-05	1.9818284649189716e-05	47	9	6	6	10478
1059	No_slack	2008-11-27 16:41:56 UTC	Essay	8	0	8.870887975886387e-05	6.328527871169825e-06	9	1	7	7	1455
1060	No_soliciting_of_cliques	2008-01-31 14:17:17 UTC	Essay	2	0	8.340834917575249e-05	7.327769113986113e-06	21	9	6	6	839
1061	No_terms_of_endearment	2005-09-23 23:47:32 UTC	Humor	2	0	0.00014151416556797337	1.015895263529893e-05	61	32	30	30	4011
1062	No_trojan_horses	2011-03-07 23:28:08 UTC	Essay	1	0	0.00015701571727329906	8.993171185346594e-06	9	5	2	2	2122
1063	No_vested_contributors	2008-05-14 18:17:44 UTC	Essay	2	0	0.00021072109318142745	3.3308041427209604e-05	29	24	14	14	1675
1064	Nobody_cares	2009-02-18 19:35:58 UTC	Essay	2	0	0.000167816798461526	0.00011990894913795458	35	22	6	6	348
1065	Nobody_cares_about_your_opinion	2012-10-18 16:34:52 UTC	Essay	2	0	0.00014741475621709733	1.9984824856325764e-05	12	9	0	0	3365
1066	Non-U.S._copyrights	2006-09-01 12:12:44 UTC	Guideline	5	0	0.0008276828510533905	0.0005144426998432524	256	87	150	150	36714
1067	Non-Wikipedia_disclaimers	2004-08-27 05:56:29 UTC	Culture	5	0	0.0031173120429354977	0.0010218907109867906	93	69	7	7	453
1068	Non-admin_closure	2008-01-24 05:14:57 UTC	Essay	1	0	0.00016611662827449027	0.00014039339461568848	164	77	286	286	5598
1069	Non-deleting_deletion_discussions	2009-07-15 20:01:04 UTC	Essay	2	0	0.0001061106216732295	5.995447456897729e-06	24	8	11	11	243
1070	Non-free_content	2003-09-21 16:57:40 UTC	Guideline	5	0	0.004161016517753427	0.004456782483167781	1633	682	30895	30895	922
1071	Non-free_content_criteria	2005-09-24 15:53:49 UTC	Policy	5	0	0.0027639766740650737	0.0020504430302590235	722	301	10	10	3656
1072	Non-free_content_criteria_(Human_Readable_Version)	2008-06-20 16:44:23 UTC	Essay	5	0	8.440844928577351e-05	6.495068078305873e-06	4	3	2	2	4802
1073	Non-free_content_criteria_compliance	2008-02-17 13:58:16 UTC	Proposal	5	0	0.00012881289417070649	9.159711392482641e-06	113	14	84	84	362
1074	Non-free_use_rationale_guideline	2006-12-17 22:33:33 UTC	Guideline	5	0	0.0009046905595250085	0.001161284864359663	345	181	803	803	2384
1075	Non_discrimination_policy	2015-06-24 18:23:48 UTC	Policy	3	0	0.00020792081287336863	0.00016221016175051078	1	1	1	1	69
1076	Non_serviam	2008-09-13 16:52:56 UTC	Essay	3	0	8.910891980287227e-05	9.159711392482641e-06	38	11	11	11	497
1077	Not_a_barbarian_horde	2015-08-03 23:02:13 UTC	Essay	2	0	0.0001988199018721774	0.0	2	1	1	1	1364
1078	Not_all_sources_are_created_equal	2008-09-16 23:06:31 UTC	Essay	1	0	9.480949042999205e-05	5.995447456897729e-06	9	3	2	2	1144
1079	Not_editing_because_of_Wikipedia_restriction	2013-01-19 20:46:43 UTC	Essay	1	0	0.00017731774950672561	0.00012990136156611746	18	4	4	4	5143
1080	Not_every_IP_is_a_vandal	2008-02-04 23:16:07 UTC	Essay	3	0	0.00021712173388556194	3.0143777491624693e-05	62	46	14	14	1445
1081	Not_every_page_needs_a_tag	2007-01-29 11:42:51 UTC	Essay	2	0	0.00011011102211331354	6.495068078305873e-06	27	16	12	12	438
1082	Not_everything_needs_a_navbox	2010-03-03 05:33:56 UTC	Essay	4	0	0.0002735273800907471	0.00014372419875840944	20	10	15	15	2385
1083	Not_now	2008-05-21 08:13:06 UTC	Essay	3	0	0.0003138314145245939	0.00013473102757306286	111	60	69	69	2831
1084	Not_ready_for_primetime	2009-05-30 02:27:29 UTC	Essay	1	0	8.270827909873778e-05	7.827389735394258e-06	14	4	4	4	563
1085	Not_ready_to_be_a_bot_operator	2009-06-20 11:00:30 UTC	Essay	3	0	0.00013511352486383888	1.865250319923738e-05	16	11	0	0	2723
1086	Notability	2006-09-07 21:07:06 UTC	Guideline	1	0	0.008675068374344272	0.004501415258680242	2354	689	22006	22006	44
1087	Notability_(Geographic_locations)	2008-01-28 23:18:41 UTC	Proposal	1	0	0.00010881089197028623	5.495826835489585e-06	100	31	375	375	8174
1088	Notability_(Railway_lines_and_stations)	2006-07-14 16:08:29 UTC	Essay	1	0	0.00010091010110112023	2.3315628999046722e-05	67	25	111	111	2632
1089	Notability_(academic_journals)	2009-08-25 12:40:49 UTC	Essay	1	0	0.00022552257480973846	7.977275921816701e-05	87	25	331	331	21858
1090	Notability_(academics)	2005-12-23 07:14:04 UTC	Guideline	1	0	0.0002464246671091776	0.0003735496846061557	458	190	2318	2318	168
1091	Notability_(aircraft)	2007-07-04 06:42:50 UTC	Essay	1	0	9.470948041898994e-05	5.995447456897729e-06	113	13	56	56	14835
1092	Notability_(astronomical_objects)	2011-10-22 23:29:45 UTC	Guideline	1	0	0.00013641365500686618	9.609369951749971e-05	170	34	684	684	3437
1093	Notability_(books)	2006-07-01 01:29:51 UTC	Guideline	1	0	0.0005669567523709123	0.00028361797275268976	609	164	1213	1213	6332
1094	Notability_(breweries)	2006-07-12 16:32:53 UTC	Essay	1	0	9.620963058402145e-05	6.661608285441921e-06	46	10	84	84	4798
1095	Notability_(cemeteries)	2007-09-05 16:50:12 UTC	Proposal	-1	0	0.00016591660825248609	1.6654020713604802e-06	3	2	3	3	358
1096	Notability_(events)	2008-08-11 08:47:34 UTC	Guideline	1	0	0.0014290430472090256	0.00045748594900272394	383	95	569	569	1695
1097	Notability_(fiction)	2003-09-03 09:42:36 UTC	Essay	1	0	0.00026502652915556845	0.00017420105666430624	1648	250	14782	14782	42
1098	Notability_(films)	2006-07-05 22:12:13 UTC	Guideline	1	0	0.00039323936326026235	0.0002329897497833312	301	137	833	833	1578
1099	Notability_(geographic_features)	2008-04-20 20:10:24 UTC	Guideline	1	0	0.00011871188305949426	0.000131733303844614	329	41	470	470	2828
1100	Notability_(high_schools)	2008-04-01 23:34:15 UTC	Essay	1	0	0.00011661167282845013	6.495068078305873e-05	107	33	224	224	1712
1101	Notability_(highways)	2007-04-29 20:10:33 UTC	Essay	1	0	0.00010901091199229043	7.327769113986113e-06	79	30	196	196	239
1102	Notability_(law)	2009-08-20 15:09:28 UTC	Proposal	1	0	8.250825907673358e-05	1.3156676363747794e-05	73	14	221	221	2986
1103	Notability_(local_interests)	2009-03-08 19:12:46 UTC	Proposal	1	0	9.92099309140845e-05	7.4943093211221614e-06	59	17	69	69	1991
1104	Notability_(media)	2007-11-19 06:08:43 UTC	Essay	1	0	0.00017971798977077605	6.76153240972355e-05	96	28	182	182	4246
1105	Notability_(music)	2005-01-22 16:46:08 UTC	Guideline	1	0	0.0006156616277289357	0.001151458992138636	1380	652	5292	5292	1153
1106	Notability_(numbers)	2005-08-10 21:13:18 UTC	Guideline	1	0	0.00011771178294947324	8.576820667506474e-05	167	83	150	150	2341
1107	Notability_(organizations_and_companies)	2005-09-10 12:19:24 UTC	Guideline	1	0	0.0011189120030915094	0.0011452970044746023	832	322	3127	3127	3474
1108	Notability_(people)	2003-08-01 22:16:41 UTC	Guideline	1	0	0.002595259785504529	0.002264447196428845	1902	863	9330	9330	1896
1109	Notability_(periodicals)	2010-04-22 20:15:32 UTC	Essay	1	0	0.00011241125236636188	2.1650226927686245e-05	41	17	90	90	9152
1110	Notability_(populated_places)_(failed)_1	2009-03-06 14:18:43 UTC	Proposal	1	0	8.340834917575249e-05	9.992412428162882e-07	35	9	120	120	1137
1111	Notability_(populated_places)_(failed)_2	2009-04-22 22:23:08 UTC	Proposal	1	0	8.870887975886387e-05	2.131714651341415e-05	12	5	24	24	1763
1112	Notability_(populated_places)_(failed)_3	2009-05-27 14:34:15 UTC	Proposal	4	0	8.740874961583654e-05	1.1657814499523362e-06	11	5	6	6	64
1113	Notability_(published_works)	2009-09-04 11:50:52 UTC	Proposal	1	0	8.160816897771467e-05	0.00014189225647991293	43	5	30	30	422
1114	Notability_(restaurants)	2008-10-30 04:48:32 UTC	Proposal	1	0	9.010901991289328e-05	7.827389735394258e-06	11	4	37	37	2054
1115	Notability_(royalty)	2006-08-04 19:41:07 UTC	Proposal	1	0	8.760876963784074e-05	9.159711392482641e-06	31	9	132	132	3712
1116	Notability_(schools)	2006-02-06 16:27:09 UTC	Proposal	1	0	0.0001140114125423955	1.5488239263652468e-05	269	58	778	778	31
1117	Notability_(science)	2006-10-30 19:39:42 UTC	Proposal	1	0	8.3908399230763e-05	6.661608285441921e-06	255	36	789	789	6342
1118	Notability_(sports)	2007-08-29 22:27:20 UTC	Guideline	1	0	0.000449144959410437	0.0005547454299701759	978	257	5395	5395	905
1119	Notability_(toys_and_games)	2008-03-29 21:55:01 UTC	Proposal	1	0	9.590960055101516e-05	8.660090771074498e-06	65	17	59	59	5606
1120	Notability_(vehicles)	2008-08-15 18:44:48 UTC	Essay	1	0	8.780878965984496e-05	5.495826835489585e-06	13	7	8	8	18335
1121	Notability_(web)	2005-07-03 03:51:19 UTC	Guideline	1	0	0.0004566457102355946	0.00031326212962290635	681	247	1162	1162	37
1122	Notability_does_not_degrade_over_time	2008-01-28 08:55:09 UTC	Essay	1	0	8.510851936278822e-05	9.825872221026834e-06	21	12	50	50	1187
1123	Notability_is_not_a_matter_of_opinion	2009-12-05 13:32:49 UTC	Essay	1	0	8.970897986888487e-05	9.809218200313229e-05	15	5	2	2	883
1124	Notability_sub-pages	2007-09-26 11:18:36 UTC	Proposal	1	0	8.830883971485545e-05	0.00010275530780294164	44	11	18	18	621
1125	Notability_vs._prominence	2009-10-19 19:37:54 UTC	Essay	1	0	0.00015811582739432218	4.663125799809345e-06	29	9	4	4	4221
1126	Notable_person_survival_kit	2010-07-07 13:01:55 UTC	Essay	1	0	0.0001612161377353873	2.1150606306278098e-05	93	12	2	2	4271
1127	Noted_players	2008-08-25 01:22:57 UTC	Proposal	1	0	8.510851936278822e-05	7.161228906850065e-06	29	12	134	134	3828
1128	Nothing	2008-07-24 22:00:03 UTC	Essay	1	0	0.00010471048151920007	0.00027379210053166293	35	22	4	4	1711
1129	Nothing_is_in_stone	2009-11-04 23:37:32 UTC	Essay	1	0	0.00020302032233426566	0.00015321699056516417	25	14	2	2	1651
1130	Nuke	2010-05-25 04:10:52 UTC	Other	3	0	8.35083591867546e-05	1.8319422784965283e-05	15	12	0	0	44
1131	Nupedia_and_Wikipedia	2001-03-03 23:47:02 UTC	Other	-1	0	8.240824906573147e-05	1.948520423491762e-05	93	52	23	23	633
1132	OMGcom	2008-04-25 22:07:05 UTC	Humor	2	0	8.750875962683865e-05	4.330045385537249e-06	57	41	3	3	1401
1133	ORCID	2014-04-14 20:31:32 UTC	Other	5	0	0.0001519152067121919	5.146092400503884e-05	139	7	13	13	40
1134	Objective_sources	2007-08-28 00:27:24 UTC	Essay	1	0	8.680868954982394e-05	3.130955894157703e-05	21	12	7	7	1961
1135	Obscure_does_not_mean_not_notable	2008-08-06 16:03:08 UTC	Essay	1	0	0.0002360236259649591	0.00019718360524908086	23	13	2	2	927
1136	Obvious_sock_is_obvious	2009-07-06 21:13:36 UTC	Essay	3	0	0.00012161217337855519	2.548065169181535e-05	32	16	9	9	192
1137	Off-wiki_policy_discussion	2006-01-31 20:18:36 UTC	Essay	2	0	0.00010941095203629883	4.046927033405967e-05	50	30	143	143	418
1138	Offensive	2006-03-05 15:42:59 UTC	Proposal	5	0	9.290930022095212e-05	8.993171185346594e-06	11	5	16	16	3924
1139	Offensive_material	2002-04-24 17:08:02 UTC	Guideline	5	0	0.0009858986884587148	0.00044616121491747264	432	217	412	412	612
1140	Office_actions	2006-02-06 21:43:49 UTC	Policy	3	0	0.0023759378313769207	0.0009449491352899365	569	265	473	473	1726
1141	Official_names	2008-01-20 21:55:01 UTC	Essay	4	0	0.0002893289618290791	6.594992202587502e-05	73	25	81	81	2661
1142	Offline_sources	2009-11-16 05:14:44 UTC	Essay	1	0	0.0010899090999009	0.0003528986989212858	35	20	11	11	2676
1143	Old_dogs_and_new_tricks	2008-04-12 20:59:19 UTC	Essay	2	0	0.0002700270297056735	1.965174444205367e-05	28	23	2	2	4637
1144	Ombudsman	2005-12-31 08:44:35 UTC	Proposal	-1	0	8.820882970385336e-05	1.8319422784965283e-05	29	8	38	38	764
1145	Ombudsmen	2005-09-23 22:07:04 UTC	Proposal	3	0	8.38083892197609e-05	4.663125799809345e-06	13	9	18	18	2265
1146	Ombudsmen_Committee	2008-07-14 18:53:57 UTC	Other	3	0	0.00010081009109011812	4.996206214081441e-06	3	2	0	0	52
1147	On_assuming_good_faith	2006-06-18 20:01:10 UTC	Essay	2	0	0.0005296530182671285	2.5980272313223493e-05	33	16	7	7	2608
1148	On_privacy,_confidentiality_and_discretion	2008-10-30 17:10:08 UTC	Essay	3	0	0.0013320333365369873	4.8629740483726024e-05	68	18	26	26	989
1149	One_sentence_does_not_an_article_make	2008-03-29 06:30:54 UTC	Essay	2	0	0.00016971698867056592	0.0001057530315313905	32	19	21	21	3240
1150	Oops_Defense	2008-02-01 16:19:02 UTC	Humor	2	0	0.00018421844026587063	1.4988618642244323e-05	58	33	11	11	28
1151	Open_proxies	2006-01-20 21:29:22 UTC	Policy	3	0	0.0008857886674456113	0.0005415887536064282	273	145	630	630	1471
1152	Opening_up_a_can_of_worms	2007-02-04 16:38:45 UTC	Essay	2	0	9.010901991289328e-05	4.213467240542015e-05	18	13	3	3	1570
1153	Orphan	2003-04-21 11:32:28 UTC	Essay	4	0	0.0008580858943980292	0.0009151384382125839	492	274	169	169	316
1154	Ostracism	2006-09-27 15:08:12 UTC	Proposal	3	0	0.00012571258382964133	3.830424764129105e-06	11	8	19	19	1509
1155	Other_evidence_of_film_notability	2011-11-09 04:34:34 UTC	Essay	1	0	8.910891980287227e-05	7.161228906850065e-06	19	3	0	0	5400
1156	Other_stuff_exists	2007-12-19 22:07:32 UTC	Essay	1	0	0.00031983201518472	0.0003187579564583959	149	70	124	124	4887
1157	Otto_Middleton_(or_why_newspapers_are_dubious_sources)	2011-05-09 13:10:49 UTC	Essay	1	0	0.00021592161375353673	1.8319422784965283e-05	97	21	12	12	3900
1158	Our_social_policies_are_not_a_suicide_pact	2011-09-26 22:09:40 UTC	Essay	2	0	0.0004268427269569684	3.8637328055563146e-05	13	4	3	3	733
1159	Out_of_scope	2013-04-07 11:12:47 UTC	Essay	4	0	0.00023582360594295488	0.000215003407412638	7	5	4	4	29
1160	Outing_(essay)	2006-04-03 03:38:53 UTC	Essay	3	0	8.040804884568945e-05	8.493550563938449e-06	13	12	6	6	4511
1161	Outlines	2009-01-09 04:44:20 UTC	Information	4	0	0.00036963700066376643	0.00012323975328067555	258	33	500	500	6278
1162	Overcategorization	2006-11-23 13:31:53 UTC	Guideline	4	0	0.0014582459704216393	0.0004033603816835083	646	145	1783	1783	3635
1163	Overlink_crisis	2008-02-01 09:19:29 UTC	Essay	7	0	0.0006287629391702109	2.6812973348903732e-05	37	18	19	19	6607
1164	Overlistification	2007-06-13 16:44:06 UTC	Essay	1	0	0.00011641165280644592	2.7146053763175827e-05	63	19	134	134	3115
1165	Oversight	2006-06-26 01:18:02 UTC	Policy	3	0	0.0044500454495495	0.001636590615525944	723	268	709	709	2810
1166	Overzealous_deletion	2009-05-31 05:15:15 UTC	Essay	1	0	0.0004266427069349642	0.00022799354356924976	133	53	15	15	1911
1167	Ownership_of_content	2003-09-24 18:05:09 UTC	Policy	2	0	0.002575457803326113	0.0020247958383600717	838	440	976	976	1469
1168	PMID	2005-02-06 22:45:10 UTC	Other	4	0	8.760876963784074e-05	6.34518189188343e-05	35	23	7	7	278
1169	POV_and_OR_from_editors,_sources,_and_fields	2013-03-24 19:03:08 UTC	Essay	1	0	0.001379238061729979	0.00020834179912719607	22	10	2	2	12502
1170	POV_railroad	2013-09-06 03:24:36 UTC	Essay	2	0	0.00026262628889151804	0.0003462370906358438	218	13	143	143	10734
1171	Page_blanking	2004-09-22 15:04:30 UTC	Guideline	1	0	0.00022642266490875736	0.00020984066099142052	80	60	14	14	43
1172	Page_move_war	2009-04-18 21:01:15 UTC	Essay	3	0	0.00033903393729712347	2.4148330034726964e-05	36	15	11	11	480
1173	Page_name	2004-09-13 09:43:13 UTC	Other	4	0	0.0008403841224506573	0.0010393774327360757	613	290	128	128	8551
1174	Pageview_statistics	2009-11-27 20:31:31 UTC	Other	4	0	0.00020722074279635392	0.00017403451645717018	77	35	7	7	1284
1175	Paid-contribution_disclosure	2015-08-20 23:36:39 UTC	Policy	8	0	0.0002137213935114905	0	87	16	414	414	1321
1176	Paid_editing_(essay)	2011-01-14 04:29:13 UTC	Essay	3	0	0.0002504250675492617	3.447382287716194e-05	76	30	19	19	4877
1177	Paid_editing_(guideline)	2007-03-11 19:20:54 UTC	Proposal	3	0	0.00011581159274043332	1.432245781370013e-05	303	54	1070	1070	1267
1178	Paid_editing_(policy)	2009-08-03 13:56:13 UTC	Proposal	3	0	0.00012001201320252157	8.643436750360893e-05	98	44	69	69	2851
1179	Paid_editing_policy_proposal	2013-10-14 23:12:16 UTC	Proposal	3	0	0.00019221924114603872	1.9318664027781573e-05	73	18	286	286	2669
1180	Paid_editor's_bill_of_rights	2012-04-27 19:49:03 UTC	Essay	3	0	8.160816897771467e-05	2.6646433141767686e-06	4	3	2	2	3442
1181	Pancakes!	2007-02-23 23:55:13 UTC	Essay	-1	0	8.41084192527672e-05	5.162746421217489e-06	10	7	5	5	333
1182	Paradoxes	2009-07-10 17:13:38 UTC	Essay	-1	0	8.990899989088907e-05	0.0001390610729586001	33	11	2	2	739
1183	Parenthetical_referencing	2005-12-17 23:56:48 UTC	Essay	1	0	0.0011276128740486922	0.0006431782799594175	306	113	149	149	3093
1184	Partially_disambiguated_page_names	2013-10-06 18:09:42 UTC	Essay	4	0	0.0003599360295965626	1.915212382064552e-05	128	10	1	1	1365
1185	Partisanship	2006-12-07 16:46:15 UTC	Essay	1	0	8.490849934078401e-05	1.6487480506468754e-05	4	4	2	2	1488
1186	Passive_Aggressive	2013-07-03 02:50:27 UTC	Essay	2	0	0.00029442947239018624	0.00011957586872368249	14	4	0	0	3279
1187	Patent_nonsense	2001-09-27 00:10:47 UTC	Guideline	1	0	0.0008635864450031449	0.0010810124845200878	935	670	163	163	1673
1188	Pending_changes	2009-01-05 03:48:46 UTC	Essay	3	0	0.000527152767992076	0.004305730515295386	598	244	1908	1908	2290
1189	Pending_changes_caveats	2012-12-05 21:20:28 UTC	Essay	3	0	0.00015381539692123182	3.147609914871308e-05	7	6	0	0	2369
1190	People_by_year	2004-09-14 23:32:29 UTC	Guideline	4	0	0.0001513151466461793	0.0001175773862380499	65	29	74	74	7225
1191	Perennial_proposals	2005-10-21 15:17:45 UTC	Essay	3	0	0.00102470257272753	0.0005132769183933	621	289	236	236	58
1192	Permastub	2005-11-27 17:20:43 UTC	Essay	1	0	0.0004338434277271155	0.0003305823111650553	36	28	12	12	1253
1193	Personal_security_practices	2007-04-30 21:44:17 UTC	Essay	3	0	0.0007498750624937556	4.912936110513417e-05	113	33	23	23	10563
1194	Persondata	2005-12-22 18:22:50 UTC	Other	1	0	0.00042294233652788644	0.0005099461142505791	531	198	1261	1261	243
1195	Petition_to_the_WMF_on_handling_of_interface_changes	2013-05-05 11:09:41 UTC	Proposal	3	0	8.530853938479242e-05	6.828148492577969e-06	195	97	8	8	987
1196	Petitions_are_considered_harmful	2010-01-27 06:32:50 UTC	Essay	4	0	9.670968063903196e-05	9.992412428162882e-07	18	4	27	27	1944
1197	Petitions_are_considered_non-harmful	2010-04-23 19:13:54 UTC	Essay	2	0	0.00010121013113412652	2.8311835213128164e-06	5	1	1	1	7081
1198	Pharmanoia	2011-02-24 18:04:30 UTC	Essay	8	0	9.440945038598363e-05	1.9984824856325764e-05	11	5	1	1	8943
1199	Picture_tutorial	2004-03-26 08:08:32 UTC	Other	5	0	0.0011573158473163164	0.0030640067308890114	805	427	476	476	4419
1200	Ping_pong	2007-12-13 00:44:51 UTC	Essay	3	0	9.14091500559206e-05	7.161228906850065e-06	8	3	5	5	627
1201	Piped_link	2003-07-07 00:24:57 UTC	Other	4	0	0.0006935694262995726	0.0004191817013614329	169	113	89	89	598
1202	Places_of_local_interest	2006-08-06 14:46:47 UTC	Essay	1	0	0.00028572860143300346	9.026479226773803e-05	106	45	253	253	6732
1203	Plagiarism	2005-07-20 11:42:11 UTC	Guideline	5	0	0.002335733806954076	0.0017017078365161387	763	151	2206	2206	41
1204	Plain_and_simple	2011-05-27 22:20:52 UTC	Essay	5	0	0.00011691170286145643	0.0015549859140292805	207	68	19	19	23682
1205	Plain_and_simple_conflict_of_interest_guide	2011-06-06 23:22:11 UTC	Essay	3	0	0.0003506350985733672	0.00017919726287838768	412	62	87	87	22467
1206	Plain_and_simple_non-free_content_guide	2012-06-15 03:13:50 UTC	Essay	5	0	0.00020912093300539384	4.912936110513417e-05	14	5	8	8	6758
1207	Planned_films	2010-09-10 02:31:44 UTC	Essay	1	0	0.00012731274400567497	2.0650985684869955e-05	68	12	5	5	210
1208	Play_the_game	2011-12-26 19:51:14 UTC	Humor	2	0	0.00013051306435774221	5.162746421217489e-06	15	6	1	1	5175
1209	Please_be_a_giant_dick,_so_we_can_ban_you	2007-04-01 06:21:07 UTC	Humor	2	0	0.0001370137150728788	0.00015804665657210957	362	177	178	178	40
1210	Please_bite_the_newbies	2009-06-29 12:52:46 UTC	Humor	2	0	0.0003077308038534657	0.00011591198416668942	57	31	4	4	1105
